nflverse_game_id,week,posteam,defteam,defense_personnel,defense_id,short_name,position_group,snaps
2025_08_TEN_IND,8,TEN,IND,p_524,00-0038585,C.Mitchell,DB,4
2025_08_TEN_IND,8,TEN,IND,p_524,00-0039207,D.Nchami,DL,2
2025_08_TEN_IND,8,TEN,IND,p_425,00-0038585,C.Mitchell,DB,39
2025_08_TEN_IND,8,TEN,IND,p_425,00-0039207,D.Nchami,DL,27
2025_08_TEN_IND,8,TEN,IND,p_326,00-0038585,C.Mitchell,DB,1
2025_08_TEN_IND,8,IND,TEN,p_245,00-0035409,S.Tuttle,DL,5
2025_08_TEN_IND,8,IND,TEN,p_146,00-0031608,Q.Diggs,DB,3
2025_08_TEN_IND,8,IND,TEN,p_146,00-0033046,J.Ward,LB,3
2025_08_TEN_IND,8,IND,TEN,p_146,00-0035678,D.Jones,LB,3
2025_08_TEN_IND,8,IND,TEN,p_146,00-0035672,C.Barton,LB,3
2025_08_TEN_IND,8,IND,TEN,p_146,00-0035632,A.Hooker,DB,2
2025_08_TEN_IND,8,IND,TEN,p_146,00-0036337,J.Lynch,DL,3
2025_08_TEN_IND,8,IND,TEN,p_146,00-0038125,R.McCreary,DB,3
2025_08_TEN_IND,8,IND,TEN,p_146,00-0038119,J.Armour-Davis,DB,3
2025_08_TEN_IND,8,IND,TEN,p_146,00-0037549,D.Baker,DB,3
2025_08_TEN_IND,8,IND,TEN,p_146,00-0039858,C.Gray,LB,3
2025_08_TEN_IND,8,IND,TEN,p_146,00-0040141,K.Winston,DB,2
2025_08_TEN_IND,8,TEN,IND,p_524,00-0040744,J.Tuimoloau,DL,1
2025_08_TEN_IND,8,TEN,IND,p_425,00-0039178,A.Ajiake,LB,27
2025_08_TEN_IND,8,TEN,IND,p_524,00-0039178,A.Ajiake,LB,1
2025_08_TEN_IND,8,TEN,IND,p_416,00-0037323,R.Thomas,DB,2
2025_08_TEN_IND,8,IND,TEN,p_146,00-0033579,X.Woods,DB,1
2025_08_TEN_IND,8,TEN,IND,p_425,00-0034145,C.Lammons,DB,28
2025_08_TEN_IND,8,IND,TEN,p_146,00-0038703,K.Brooks,DB,1
2025_08_TEN_IND,8,IND,TEN,p_245,00-0037830,S.Womack,DB,1
2025_08_TEN_IND,8,IND,TEN,p_245,00-0039436,J.Harrell,DL,1
2025_08_TEN_IND,8,TEN,IND,p_425,00-0036870,B.Johnson,LB,24
2025_08_TEN_IND,8,TEN,IND,p_416,00-0037269,E.Johnson,DL,1
2025_08_TEN_IND,8,TEN,IND,p_506,00-0032378,D.Buckner,DL,1
2025_08_TEN_IND,8,TEN,IND,p_506,00-0033393,K.Moore,DB,1
2025_08_TEN_IND,8,TEN,IND,p_506,00-0036479,K.Paye,DL,1
2025_08_TEN_IND,8,TEN,IND,p_506,00-0036629,C.Bynum,DB,1
2025_08_TEN_IND,8,TEN,IND,p_506,00-0037616,N.Cross,DB,1
2025_08_TEN_IND,8,TEN,IND,p_506,00-0038565,M.Blackmon,DB,1
2025_08_TEN_IND,8,TEN,IND,p_506,00-0039031,A.Adebawore,DL,1
2025_08_TEN_IND,8,TEN,IND,p_506,00-0038585,C.Mitchell,DB,1
2025_08_TEN_IND,8,TEN,IND,p_506,00-0039340,L.Latu,DL,1
2025_08_TEN_IND,8,TEN,IND,p_506,00-0040744,J.Tuimoloau,DL,1
2025_08_TEN_IND,8,TEN,IND,p_506,00-0040347,J.Edwards,DB,1
2025_08_TEN_IND,8,IND,TEN,p_335,00-0040201,M.Harris,DB,4
2025_08_TEN_IND,8,IND,TEN,p_245,00-0040201,M.Harris,DB,5
2025_08_TEN_IND,8,TEN,IND,p_425,00-0037323,R.Thomas,DB,26
2025_08_TEN_IND,8,TEN,IND,p_425,00-0040357,T.Washington,DB,23
2025_08_TEN_IND,8,TEN,IND,p_425,00-0037269,E.Johnson,DL,17
2025_08_TEN_IND,8,IND,TEN,p_434,00-0040141,K.Winston,DB,3
2025_08_TEN_IND,8,IND,TEN,p_434,00-0040201,M.Harris,DB,3
2025_08_TEN_IND,8,TEN,IND,p_425,00-0037527,S.Olubi,LB,2
2025_08_GB_PIT,8,GB,PIT,p_245,00-0027969,C.Heyward,DL,28
2025_08_GB_PIT,8,GB,PIT,p_245,00-0030062,D.Slay,DB,28
2025_08_GB_PIT,8,GB,PIT,p_245,00-0033055,J.Ramsey,DB,37
2025_08_GB_PIT,8,GB,PIT,p_245,00-0033886,T.Watt,LB,35
2025_08_GB_PIT,8,GB,PIT,p_245,00-0033294,C.Clark,DB,33
2025_08_GB_PIT,8,GB,PIT,p_245,00-0034277,D.Elliott,DB,19
2025_08_GB_PIT,8,GB,PIT,p_245,00-0036323,P.Queen,LB,37
2025_08_GB_PIT,8,GB,PIT,p_245,00-0036333,A.Highsmith,LB,29
2025_08_GB_PIT,8,GB,PIT,p_245,00-0039167,J.Porter,DB,37
2025_08_GB_PIT,8,GB,PIT,p_245,00-0039110,K.Benton,DL,20
2025_08_GB_PIT,8,GB,PIT,p_245,00-0039741,P.Wilson,LB,37
2025_08_GB_PIT,8,PIT,GB,p_245,00-0034967,R.Gary,LB,22
2025_08_GB_PIT,8,PIT,GB,p_245,00-0035133,K.Nixon,DB,35
2025_08_GB_PIT,8,PIT,GB,p_245,00-0036388,X.McKinney,DB,35
2025_08_GB_PIT,8,PIT,GB,p_245,00-0036932,M.Parsons,LB,32
2025_08_GB_PIT,8,PIT,GB,p_245,00-0037074,Q.Walker,LB,35
2025_08_GB_PIT,8,PIT,GB,p_245,00-0037075,D.Wyatt,DL,21
2025_08_GB_PIT,8,PIT,GB,p_245,00-0038387,C.Wooden,DL,15
2025_08_GB_PIT,8,PIT,GB,p_245,00-0038408,C.Valentine,DB,35
2025_08_GB_PIT,8,PIT,GB,p_245,00-0039850,E.Cooper,LB,35
2025_08_GB_PIT,8,PIT,GB,p_245,00-0039867,J.Bullard,DB,34
2025_08_GB_PIT,8,PIT,GB,p_245,00-0039813,E.Williams,DB,35
2025_08_GB_PIT,8,PIT,GB,p_254,00-0034967,R.Gary,LB,18
2025_08_GB_PIT,8,PIT,GB,p_254,00-0035133,K.Nixon,DB,23
2025_08_GB_PIT,8,PIT,GB,p_254,00-0036388,X.McKinney,DB,24
2025_08_GB_PIT,8,PIT,GB,p_254,00-0036932,M.Parsons,LB,20
2025_08_GB_PIT,8,PIT,GB,p_254,00-0036658,I.McDuffie,LB,24
2025_08_GB_PIT,8,PIT,GB,p_254,00-0037074,Q.Walker,LB,24
2025_08_GB_PIT,8,PIT,GB,p_254,00-0037075,D.Wyatt,DL,11
2025_08_GB_PIT,8,PIT,GB,p_254,00-0038387,C.Wooden,DL,22
2025_08_GB_PIT,8,PIT,GB,p_254,00-0038408,C.Valentine,DB,24
2025_08_GB_PIT,8,PIT,GB,p_254,00-0039850,E.Cooper,LB,24
2025_08_GB_PIT,8,PIT,GB,p_254,00-0039813,E.Williams,DB,11
2025_08_GB_PIT,8,PIT,GB,p_245,00-0038398,K.Brooks,DL,19
2025_08_GB_PIT,8,PIT,GB,p_245,00-0040010,B.Sorrell,DL,11
2025_08_GB_PIT,8,PIT,GB,p_254,00-0037083,K.Enagbare,LB,10
2025_08_GB_PIT,8,PIT,GB,p_254,00-0038398,K.Brooks,DL,15
2025_08_GB_PIT,8,GB,PIT,p_344,00-0027969,C.Heyward,DL,17
2025_08_GB_PIT,8,GB,PIT,p_344,00-0033055,J.Ramsey,DB,18
2025_08_GB_PIT,8,GB,PIT,p_344,00-0033886,T.Watt,LB,15
2025_08_GB_PIT,8,GB,PIT,p_344,00-0033294,C.Clark,DB,18
2025_08_GB_PIT,8,GB,PIT,p_344,00-0034277,D.Elliott,DB,5
2025_08_GB_PIT,8,GB,PIT,p_344,00-0035286,C.Holcomb,LB,17
2025_08_GB_PIT,8,GB,PIT,p_344,00-0036323,P.Queen,LB,18
2025_08_GB_PIT,8,GB,PIT,p_344,00-0036333,A.Highsmith,LB,12
2025_08_GB_PIT,8,GB,PIT,p_344,00-0039167,J.Porter,DB,18
2025_08_GB_PIT,8,GB,PIT,p_344,00-0039110,K.Benton,DL,15
2025_08_GB_PIT,8,GB,PIT,p_344,00-0040678,D.Harmon,DL,17
2025_08_GB_PIT,8,GB,PIT,p_344,00-0038577,N.Herbig,LB,9
2025_08_GB_PIT,8,GB,PIT,p_344,00-0040188,Y.Black,DL,4
2025_08_GB_PIT,8,GB,PIT,p_245,00-0038577,N.Herbig,LB,8
2025_08_GB_PIT,8,GB,PIT,p_245,00-0040678,D.Harmon,DL,18
2025_08_GB_PIT,8,GB,PIT,p_245,00-0040160,J.Sawyer,LB,2
2025_08_GB_PIT,8,GB,PIT,p_245,00-0040188,Y.Black,DL,7
2025_08_GB_PIT,8,GB,PIT,p_155,00-0027969,C.Heyward,DL,3
2025_08_GB_PIT,8,GB,PIT,p_155,00-0030062,D.Slay,DB,4
2025_08_GB_PIT,8,GB,PIT,p_155,00-0033055,J.Ramsey,DB,4
2025_08_GB_PIT,8,GB,PIT,p_155,00-0033886,T.Watt,LB,4
2025_08_GB_PIT,8,GB,PIT,p_155,00-0034277,D.Elliott,DB,4
2025_08_GB_PIT,8,GB,PIT,p_155,00-0035625,J.Thornhill,DB,4
2025_08_GB_PIT,8,GB,PIT,p_155,00-0036323,P.Queen,LB,4
2025_08_GB_PIT,8,GB,PIT,p_155,00-0036333,A.Highsmith,LB,4
2025_08_GB_PIT,8,GB,PIT,p_155,00-0039167,J.Porter,DB,4
2025_08_GB_PIT,8,GB,PIT,p_155,00-0038577,N.Herbig,LB,4
2025_08_GB_PIT,8,GB,PIT,p_155,00-0039741,P.Wilson,LB,4
2025_08_GB_PIT,8,PIT,GB,p_245,00-0037083,K.Enagbare,LB,16
2025_08_GB_PIT,8,GB,PIT,p_245,00-0034251,D.Ekuale,DL,1
2025_08_GB_PIT,8,GB,PIT,p_245,00-0035625,J.Thornhill,DB,22
2025_08_GB_PIT,8,GB,PIT,p_155,00-0039110,K.Benton,DL,1
2025_08_GB_PIT,8,PIT,GB,p_254,00-0039867,J.Bullard,DB,13
2025_08_GB_PIT,8,PIT,GB,p_236,00-0034967,R.Gary,LB,1
2025_08_GB_PIT,8,PIT,GB,p_236,00-0035133,K.Nixon,DB,1
2025_08_GB_PIT,8,PIT,GB,p_236,00-0036388,X.McKinney,DB,1
2025_08_GB_PIT,8,PIT,GB,p_236,00-0036932,M.Parsons,LB,1
2025_08_GB_PIT,8,PIT,GB,p_236,00-0036871,N.Hobbs,DB,1
2025_08_GB_PIT,8,PIT,GB,p_236,00-0037074,Q.Walker,LB,1
2025_08_GB_PIT,8,PIT,GB,p_236,00-0038398,K.Brooks,DL,1
2025_08_GB_PIT,8,PIT,GB,p_236,00-0038408,C.Valentine,DB,1
2025_08_GB_PIT,8,PIT,GB,p_236,00-0039867,J.Bullard,DB,1
2025_08_GB_PIT,8,PIT,GB,p_236,00-0039813,E.Williams,DB,1
2025_08_GB_PIT,8,PIT,GB,p_236,00-0040010,B.Sorrell,DL,1
2025_08_GB_PIT,8,GB,PIT,p_245,00-0036504,B.Echols,DB,9
2025_08_GB_PIT,8,PIT,GB,p_245,00-0040041,N.Stackhouse,DL,4
2025_08_GB_PIT,8,PIT,GB,p_245,00-0036871,N.Hobbs,DB,1
2025_08_GB_PIT,8,PIT,GB,p_155,00-0034967,R.Gary,LB,2
2025_08_GB_PIT,8,PIT,GB,p_155,00-0035133,K.Nixon,DB,2
2025_08_GB_PIT,8,PIT,GB,p_155,00-0036388,X.McKinney,DB,2
2025_08_GB_PIT,8,PIT,GB,p_155,00-0036932,M.Parsons,LB,2
2025_08_GB_PIT,8,PIT,GB,p_155,00-0036871,N.Hobbs,DB,1
2025_08_GB_PIT,8,PIT,GB,p_155,00-0037074,Q.Walker,LB,2
2025_08_GB_PIT,8,PIT,GB,p_155,00-0037075,D.Wyatt,DL,1
2025_08_GB_PIT,8,PIT,GB,p_155,00-0037083,K.Enagbare,LB,2
2025_08_GB_PIT,8,PIT,GB,p_155,00-0038408,C.Valentine,DB,2
2025_08_GB_PIT,8,PIT,GB,p_155,00-0039850,E.Cooper,LB,2
2025_08_GB_PIT,8,PIT,GB,p_155,00-0039813,E.Williams,DB,2
2025_08_GB_PIT,8,GB,PIT,p_344,00-0033883,J.Peppers,DB,13
2025_08_GB_PIT,8,GB,PIT,p_344,00-0037274,E.Otomewo,DL,1
2025_08_GB_PIT,8,GB,PIT,p_244,00-0027969,C.Heyward,DL,1
2025_08_GB_PIT,8,GB,PIT,p_244,00-0033055,J.Ramsey,DB,1
2025_08_GB_PIT,8,GB,PIT,p_244,00-0033886,T.Watt,LB,1
2025_08_GB_PIT,8,GB,PIT,p_244,00-0033294,C.Clark,DB,1
2025_08_GB_PIT,8,GB,PIT,p_244,00-0035625,J.Thornhill,DB,1
2025_08_GB_PIT,8,GB,PIT,p_244,00-0036323,P.Queen,LB,1
2025_08_GB_PIT,8,GB,PIT,p_244,00-0036333,A.Highsmith,LB,1
2025_08_GB_PIT,8,GB,PIT,p_244,00-0039167,J.Porter,DB,1
2025_08_GB_PIT,8,GB,PIT,p_244,00-0039110,K.Benton,DL,1
2025_08_GB_PIT,8,GB,PIT,p_244,00-0039741,P.Wilson,LB,1
2025_08_GB_PIT,8,PIT,GB,p_155,00-0038398,K.Brooks,DL,1
2025_08_GB_PIT,8,PIT,GB,p_155,00-0039867,J.Bullard,DB,1
2025_08_GB_PIT,8,GB,PIT,p_344,00-0039741,P.Wilson,LB,1
2025_08_GB_PIT,8,GB,PIT,p_443,00-0027969,C.Heyward,DL,3
2025_08_GB_PIT,8,GB,PIT,p_443,00-0033055,J.Ramsey,DB,3
2025_08_GB_PIT,8,GB,PIT,p_443,00-0033886,T.Watt,LB,3
2025_08_GB_PIT,8,GB,PIT,p_443,00-0033294,C.Clark,DB,3
2025_08_GB_PIT,8,GB,PIT,p_443,00-0035286,C.Holcomb,LB,3
2025_08_GB_PIT,8,GB,PIT,p_443,00-0036323,P.Queen,LB,3
2025_08_GB_PIT,8,GB,PIT,p_443,00-0036333,A.Highsmith,LB,1
2025_08_GB_PIT,8,GB,PIT,p_443,00-0039167,J.Porter,DB,3
2025_08_GB_PIT,8,GB,PIT,p_443,00-0039110,K.Benton,DL,3
2025_08_GB_PIT,8,GB,PIT,p_443,00-0040678,D.Harmon,DL,3
2025_08_GB_PIT,8,GB,PIT,p_443,00-0040188,Y.Black,DL,3
2025_08_GB_PIT,8,PIT,GB,p_254,00-0036871,N.Hobbs,DB,1
2025_08_GB_PIT,8,PIT,GB,p_551,00-0036388,X.McKinney,DB,1
2025_08_GB_PIT,8,PIT,GB,p_551,00-0036658,I.McDuffie,LB,1
2025_08_GB_PIT,8,PIT,GB,p_551,00-0037074,Q.Walker,LB,1
2025_08_GB_PIT,8,PIT,GB,p_551,00-0037075,D.Wyatt,DL,1
2025_08_GB_PIT,8,PIT,GB,p_551,00-0037083,K.Enagbare,LB,1
2025_08_GB_PIT,8,PIT,GB,p_551,00-0038387,C.Wooden,DL,1
2025_08_GB_PIT,8,PIT,GB,p_551,00-0038398,K.Brooks,DL,1
2025_08_GB_PIT,8,PIT,GB,p_551,00-0039850,E.Cooper,LB,1
2025_08_GB_PIT,8,PIT,GB,p_551,00-0039812,T.Hopper,LB,1
2025_08_GB_PIT,8,PIT,GB,p_551,00-0040010,B.Sorrell,DL,1
2025_08_GB_PIT,8,PIT,GB,p_551,00-0040041,N.Stackhouse,DL,1
2025_08_GB_PIT,8,GB,PIT,p_443,00-0038577,N.Herbig,LB,2
2025_08_WAS_KC,8,WAS,KC,p_344,00-0032762,C.Jones,DL,6
2025_08_WAS_KC,8,WAS,KC,p_344,00-0034818,D.Nnadi,DL,4
2025_08_WAS_KC,8,WAS,KC,p_344,00-0035262,D.Tranquill,LB,7
2025_08_WAS_KC,8,WAS,KC,p_344,00-0036378,M.Danna,LB,7
2025_08_WAS_KC,8,WAS,KC,p_344,00-0036621,N.Bolton,LB,7
2025_08_WAS_KC,8,WAS,KC,p_344,00-0037191,T.McDuffie,DB,7
2025_08_WAS_KC,8,WAS,KC,p_344,00-0037192,G.Karlaftis,DL,3
2025_08_WAS_KC,8,WAS,KC,p_344,00-0037193,B.Cook,DB,4
2025_08_WAS_KC,8,WAS,KC,p_344,00-0037819,L.Chenal,LB,7
2025_08_WAS_KC,8,WAS,KC,p_344,00-0037195,J.Watson,DB,7
2025_08_WAS_KC,8,WAS,KC,p_344,00-0038982,C.Conner,DB,7
2025_08_WAS_KC,8,WAS,KC,p_335,00-0032762,C.Jones,DL,17
2025_08_WAS_KC,8,WAS,KC,p_335,00-0035674,J.Tillery,DL,18
2025_08_WAS_KC,8,WAS,KC,p_335,00-0035262,D.Tranquill,LB,20
2025_08_WAS_KC,8,WAS,KC,p_335,00-0036621,N.Bolton,LB,20
2025_08_WAS_KC,8,WAS,KC,p_335,00-0037191,T.McDuffie,DB,20
2025_08_WAS_KC,8,WAS,KC,p_335,00-0037192,G.Karlaftis,DL,13
2025_08_WAS_KC,8,WAS,KC,p_335,00-0037193,B.Cook,DB,13
2025_08_WAS_KC,8,WAS,KC,p_335,00-0037819,L.Chenal,LB,12
2025_08_WAS_KC,8,WAS,KC,p_335,00-0037195,J.Watson,DB,20
2025_08_WAS_KC,8,WAS,KC,p_335,00-0038982,C.Conner,DB,20
2025_08_WAS_KC,8,WAS,KC,p_335,00-0039825,J.Hicks,DB,24
2025_08_WAS_KC,8,WAS,KC,p_434,00-0034818,D.Nnadi,DL,5
2025_08_WAS_KC,8,WAS,KC,p_434,00-0035674,J.Tillery,DL,1
2025_08_WAS_KC,8,WAS,KC,p_434,00-0035262,D.Tranquill,LB,7
2025_08_WAS_KC,8,WAS,KC,p_434,00-0035279,C.Omenihu,DL,5
2025_08_WAS_KC,8,WAS,KC,p_434,00-0036621,N.Bolton,LB,7
2025_08_WAS_KC,8,WAS,KC,p_434,00-0037191,T.McDuffie,DB,7
2025_08_WAS_KC,8,WAS,KC,p_434,00-0037192,G.Karlaftis,DL,7
2025_08_WAS_KC,8,WAS,KC,p_434,00-0037193,B.Cook,DB,4
2025_08_WAS_KC,8,WAS,KC,p_434,00-0037819,L.Chenal,LB,7
2025_08_WAS_KC,8,WAS,KC,p_434,00-0037195,J.Watson,DB,7
2025_08_WAS_KC,8,WAS,KC,p_434,00-0038982,C.Conner,DB,7
2025_08_WAS_KC,8,WAS,KC,p_425,00-0032762,C.Jones,DL,12
2025_08_WAS_KC,8,WAS,KC,p_425,00-0035674,J.Tillery,DL,4
2025_08_WAS_KC,8,WAS,KC,p_425,00-0035262,D.Tranquill,LB,12
2025_08_WAS_KC,8,WAS,KC,p_425,00-0035279,C.Omenihu,DL,12
2025_08_WAS_KC,8,WAS,KC,p_425,00-0036621,N.Bolton,LB,9
2025_08_WAS_KC,8,WAS,KC,p_425,00-0037191,T.McDuffie,DB,11
2025_08_WAS_KC,8,WAS,KC,p_425,00-0037192,G.Karlaftis,DL,11
2025_08_WAS_KC,8,WAS,KC,p_425,00-0037193,B.Cook,DB,7
2025_08_WAS_KC,8,WAS,KC,p_425,00-0037195,J.Watson,DB,11
2025_08_WAS_KC,8,WAS,KC,p_425,00-0038982,C.Conner,DB,11
2025_08_WAS_KC,8,WAS,KC,p_425,00-0039825,J.Hicks,DB,12
2025_08_WAS_KC,8,WAS,KC,p_335,00-0035279,C.Omenihu,DL,13
2025_08_WAS_KC,8,WAS,KC,p_335,00-0036378,M.Danna,LB,12
2025_08_WAS_KC,8,KC,WAS,p_434,00-0029255,B.Wagner,LB,20
2025_08_WAS_KC,8,KC,WAS,p_434,00-0031551,E.Goldman,DL,17
2025_08_WAS_KC,8,KC,WAS,p_434,00-0033874,M.Lattimore,DB,20
2025_08_WAS_KC,8,KC,WAS,p_434,00-0034333,D.Payne,DL,15
2025_08_WAS_KC,8,KC,WAS,p_434,00-0034163,J.Martin,DL,13
2025_08_WAS_KC,8,KC,WAS,p_434,00-0034302,F.Luvu,LB,20
2025_08_WAS_KC,8,KC,WAS,p_434,00-0036260,J.Kinlaw,DL,15
2025_08_WAS_KC,8,KC,WAS,p_434,00-0039149,Q.Martin,DB,20
2025_08_WAS_KC,8,KC,WAS,p_434,00-0039368,J.Magee,LB,20
2025_08_WAS_KC,8,KC,WAS,p_434,00-0039681,T.Owens,DB,19
2025_08_WAS_KC,8,KC,WAS,p_434,00-0040731,T.Amos,DB,19
2025_08_WAS_KC,8,KC,WAS,p_236,00-0027940,V.Miller,LB,11
2025_08_WAS_KC,8,KC,WAS,p_236,00-0029255,B.Wagner,LB,11
2025_08_WAS_KC,8,KC,WAS,p_236,00-0033874,M.Lattimore,DB,11
2025_08_WAS_KC,8,KC,WAS,p_236,00-0034333,D.Payne,DL,6
2025_08_WAS_KC,8,KC,WAS,p_236,00-0034163,J.Martin,DL,11
2025_08_WAS_KC,8,KC,WAS,p_236,00-0034302,F.Luvu,LB,11
2025_08_WAS_KC,8,KC,WAS,p_236,00-0034465,J.Reaves,DB,6
2025_08_WAS_KC,8,KC,WAS,p_236,00-0034968,D.Savage,DB,11
2025_08_WAS_KC,8,KC,WAS,p_236,00-0039149,Q.Martin,DB,11
2025_08_WAS_KC,8,KC,WAS,p_236,00-0039898,M.Sainristil,DB,11
2025_08_WAS_KC,8,KC,WAS,p_236,00-0040731,T.Amos,DB,11
2025_08_WAS_KC,8,KC,WAS,p_434,00-0034264,J.Holmes,DL,9
2025_08_WAS_KC,8,KC,WAS,p_434,00-0034465,J.Reaves,DB,1
2025_08_WAS_KC,8,KC,WAS,p_434,00-0038100,P.Butler,DB,1
2025_08_WAS_KC,8,KC,WAS,p_434,00-0039906,J.Newton,DL,6
2025_08_WAS_KC,8,KC,WAS,p_335,00-0029255,B.Wagner,LB,25
2025_08_WAS_KC,8,KC,WAS,p_335,00-0031551,E.Goldman,DL,4
2025_08_WAS_KC,8,KC,WAS,p_335,00-0033874,M.Lattimore,DB,25
2025_08_WAS_KC,8,KC,WAS,p_335,00-0034264,J.Holmes,DL,5
2025_08_WAS_KC,8,KC,WAS,p_335,00-0034302,F.Luvu,LB,25
2025_08_WAS_KC,8,KC,WAS,p_335,00-0034465,J.Reaves,DB,17
2025_08_WAS_KC,8,KC,WAS,p_335,00-0039149,Q.Martin,DB,25
2025_08_WAS_KC,8,KC,WAS,p_335,00-0039906,J.Newton,DL,7
2025_08_WAS_KC,8,KC,WAS,p_335,00-0039898,M.Sainristil,DB,25
2025_08_WAS_KC,8,KC,WAS,p_335,00-0039368,J.Magee,LB,25
2025_08_WAS_KC,8,KC,WAS,p_335,00-0040731,T.Amos,DB,25
2025_08_WAS_KC,8,KC,WAS,p_236,00-0039681,T.Owens,DB,5
2025_08_WAS_KC,8,WAS,KC,p_344,00-0035674,J.Tillery,DL,1
2025_08_WAS_KC,8,WAS,KC,p_344,00-0040640,A.Gillotte,DL,4
2025_08_WAS_KC,8,WAS,KC,p_335,00-0034818,D.Nnadi,DL,1
2025_08_WAS_KC,8,WAS,KC,p_335,00-0040640,A.Gillotte,DL,7
2025_08_WAS_KC,8,WAS,KC,p_434,00-0032762,C.Jones,DL,6
2025_08_WAS_KC,8,WAS,KC,p_434,00-0036920,M.Tuipulotu,DL,2
2025_08_WAS_KC,8,WAS,KC,p_335,00-0036920,M.Tuipulotu,DL,3
2025_08_WAS_KC,8,KC,WAS,p_335,00-0031935,P.Smith,DL,6
2025_08_WAS_KC,8,KC,WAS,p_335,00-0033010,S.Day,DL,9
2025_08_WAS_KC,8,KC,WAS,p_236,00-0036260,J.Kinlaw,DL,5
2025_08_WAS_KC,8,KC,WAS,p_335,00-0034333,D.Payne,DL,15
2025_08_WAS_KC,8,KC,WAS,p_335,00-0034163,J.Martin,DL,14
2025_08_WAS_KC,8,KC,WAS,p_335,00-0036260,J.Kinlaw,DL,15
2025_08_WAS_KC,8,KC,WAS,p_245,00-0027940,V.Miller,LB,5
2025_08_WAS_KC,8,KC,WAS,p_245,00-0029255,B.Wagner,LB,5
2025_08_WAS_KC,8,KC,WAS,p_245,00-0033874,M.Lattimore,DB,5
2025_08_WAS_KC,8,KC,WAS,p_245,00-0034333,D.Payne,DL,3
2025_08_WAS_KC,8,KC,WAS,p_245,00-0034302,F.Luvu,LB,5
2025_08_WAS_KC,8,KC,WAS,p_245,00-0034465,J.Reaves,DB,5
2025_08_WAS_KC,8,KC,WAS,p_245,00-0036260,J.Kinlaw,DL,3
2025_08_WAS_KC,8,KC,WAS,p_245,00-0039149,Q.Martin,DB,5
2025_08_WAS_KC,8,KC,WAS,p_245,00-0039898,M.Sainristil,DB,5
2025_08_WAS_KC,8,KC,WAS,p_245,00-0039368,J.Magee,LB,5
2025_08_WAS_KC,8,KC,WAS,p_245,00-0040731,T.Amos,DB,5
2025_08_WAS_KC,8,WAS,KC,p_344,00-0036920,M.Tuipulotu,DL,3
2025_08_WAS_KC,8,WAS,KC,p_344,00-0039324,C.Roland-Wallace,DB,3
2025_08_WAS_KC,8,WAS,KC,p_335,00-0039324,C.Roland-Wallace,DB,11
2025_08_WAS_KC,8,KC,WAS,p_434,00-0031935,P.Smith,DL,1
2025_08_WAS_KC,8,KC,WAS,p_434,00-0033010,S.Day,DL,4
2025_08_WAS_KC,8,KC,WAS,p_245,00-0033010,S.Day,DL,1
2025_08_WAS_KC,8,WAS,KC,p_434,00-0039324,C.Roland-Wallace,DB,3
2025_08_WAS_KC,8,WAS,KC,p_326,00-0032762,C.Jones,DL,2
2025_08_WAS_KC,8,WAS,KC,p_326,00-0035279,C.Omenihu,DL,2
2025_08_WAS_KC,8,WAS,KC,p_326,00-0036621,N.Bolton,LB,2
2025_08_WAS_KC,8,WAS,KC,p_326,00-0037191,T.McDuffie,DB,2
2025_08_WAS_KC,8,WAS,KC,p_326,00-0037192,G.Karlaftis,DL,2
2025_08_WAS_KC,8,WAS,KC,p_326,00-0037819,L.Chenal,LB,1
2025_08_WAS_KC,8,WAS,KC,p_326,00-0037195,J.Watson,DB,2
2025_08_WAS_KC,8,WAS,KC,p_326,00-0038982,C.Conner,DB,2
2025_08_WAS_KC,8,WAS,KC,p_326,00-0039825,J.Hicks,DB,2
2025_08_WAS_KC,8,WAS,KC,p_326,00-0039324,C.Roland-Wallace,DB,1
2025_08_WAS_KC,8,WAS,KC,p_326,00-0040670,N.Williams,DB,2
2025_08_WAS_KC,8,WAS,KC,p_425,00-0039324,C.Roland-Wallace,DB,5
2025_08_WAS_KC,8,WAS,KC,p_425,00-0040640,A.Gillotte,DL,7
2025_08_WAS_KC,8,WAS,KC,p_434,00-0040640,A.Gillotte,DL,2
2025_08_WAS_KC,8,KC,WAS,p_245,00-0034163,J.Martin,DL,2
2025_08_WAS_KC,8,WAS,KC,p_416,00-0032762,C.Jones,DL,1
2025_08_WAS_KC,8,WAS,KC,p_416,00-0035279,C.Omenihu,DL,1
2025_08_WAS_KC,8,WAS,KC,p_416,00-0036621,N.Bolton,LB,1
2025_08_WAS_KC,8,WAS,KC,p_416,00-0037191,T.McDuffie,DB,1
2025_08_WAS_KC,8,WAS,KC,p_416,00-0037192,G.Karlaftis,DL,1
2025_08_WAS_KC,8,WAS,KC,p_416,00-0037193,B.Cook,DB,1
2025_08_WAS_KC,8,WAS,KC,p_416,00-0037195,J.Watson,DB,1
2025_08_WAS_KC,8,WAS,KC,p_416,00-0038982,C.Conner,DB,1
2025_08_WAS_KC,8,WAS,KC,p_416,00-0039825,J.Hicks,DB,1
2025_08_WAS_KC,8,WAS,KC,p_416,00-0040640,A.Gillotte,DL,1
2025_08_WAS_KC,8,WAS,KC,p_416,00-0040670,N.Williams,DB,1
2025_08_WAS_KC,8,KC,WAS,p_335,00-0034968,D.Savage,DB,7
2025_08_WAS_KC,8,WAS,KC,p_425,00-0034818,D.Nnadi,DL,2
